hotelcode,hotelid,hotelname
57883,S300118,山水館 川湯 きのくに
57884,S300119,山水館 川湯 まつや
57885,S330059,ホテルエクセル岡山
57886,S310043,皆生温泉 芙蓉別館
57903,S320096,浜田ニューキャッスルホテル
57904,S230159,西浦グランドホテル 吉慶
57923,S140210,ふきや旅舘
57924,S100148,森のペンション つつみ・すくえあ
57943,S100149,清流の宿たむら
58044,S010416,ホテルレオパレス旭川
58063,S010417,テンザホテル＆スカイスパ・札幌セントラル
58064,S150282,ホテルレオパレス新潟
58083,S230160,ホテルレオパレス名古屋
58084,S180064,湯快リゾート あわら温泉 青雲閣
58103,S210121,湯快リゾート 下呂温泉 下呂彩朝楽 本館
58104,S210122,湯快リゾート 下呂温泉 下呂彩朝楽 別館
58105,S210123,恵那峡国際ホテル
58123,S300120,南紀白浜温泉 湯快リゾートプレミアム 白浜御苑
58143,S120154,かずさリゾート 鹿野山ビューホテル
58144,S130395,ホテルグレイスリー新宿
58163,S170139,金沢 彩の庭ホテル
58164,S300121,南紀白浜温泉 湯快リゾートプレミアム ホテル千畳
58165,S260225,グリーンリッチホテル京都駅南
58166,S300122,南紀勝浦温泉 湯快リゾートプレミアム 越之湯
58167,S330060,湯快リゾート 湯原温泉 輝乃湯
58168,S310044,湯快リゾート 皆生温泉 かいけ彩朝楽
58183,S380064,道後彩朝楽
58184,S400127,アリストンイン苅田北九州空港
58185,S410039,湯快リゾート 嬉野温泉 嬉野館
58203,S240165,ヒールイン四日市
58204,S230161,すず屋 海游亭
58223,S470193,クラウンホテル沖縄
58224,S240166,ホテル サンテ．アールプラトー
58225,S470194,石垣島ホテルククル
58244,S280185,ヤングハウス・ナラヤ
58263,S100150,花紀行
58283,S090135,ガストホフ あみ
58284,S220300,伊豆長岡温泉 湯治場 弘法の湯 本店
58285,S060103,湯宿 升形屋
58303,S100151,ホテル 星亭
58323,S220301,旅館ホテル東横
58403,S400128,ホテルリリーフ小倉駅前
58404,S260226,うまし宿とト屋
58443,S260227,海舟
58444,S280186,淡路島海上ホテル
58464,S170140,金波荘
58483,S170141,湯快リゾート 片山津温泉 ＮＥＷ ＭＡＲＵＹＡホテル
58484,S170142,湯快リゾート 粟津温泉 あわづグランドホテル
58485,S170143,湯快リゾート 粟津温泉 あわづグランドホテル別館
58503,S170144,湯快リゾート 山代温泉 彩朝楽
58504,S170145,山中グランドホテル
58505,S170146,湯快リゾート 山中温泉 花・彩朝楽（女性専用旅館）
58507,S170148,山中温泉 よしのや依緑園
58508,S240167,伊勢・志摩 湯快リゾートプレミアム 鳥羽彩朝楽
58509,S240168,湯快リゾート 伊勢・志摩 志摩彩朝楽
58510,S280187,三好屋
58543,S200391,心がふれあう 民芸の宿中央ホテル
58563,S260228,寿海亭
58564,S260229,海の華
58583,S150283,上越サンプラザホテル
58623,S100152,湯宿温泉 太陽館
58643,S190110,ペンション 四季彩
58683,S080046,つくばデイリーイン
58685,S080048,つくばスカイホテル
58703,S080049,水海道スカイホテル
58704,S080050,ホテルシーズン
58723,S090136,那須・板室の温泉ホテル ホテル板室
58724,S180065,プリンスホテルタケフ
58743,S210124,つるつるの湯 下呂温泉 みのり荘
58763,S090137,元湯 白井屋
58783,S200392,ホテル晴山
58803,S120155,不老山薬師温泉 安房自然村
58843,S080051,水戸京成ホテル
58883,S160068,桜ヶ池クアガーデン
58903,S470195,ホテル・ガーデンヒルズ
58923,S190111,湖風の宿 あさふじ
58943,S180066,越前あわら温泉 長谷川
58963,S220302,いづみ荘
58964,S220303,ガーデンヴィラ白浜
58983,S470196,名蔵ヴィレッジ
59003,S180067,ふるさとの宿こばせ
59004,S420103,青雲荘
59023,S400131,久山温泉 ホテル夢家
59024,S220304,Ｉｓｏｌａ ｄｉ ＣＡＰＲＩ（イゾラ ディ カプリ）
59025,S080052,ホテル 河鹿園
59043,S200394,白樺湖畔の宿 君待荘
59063,S140212,真奈邸箱根
59083,S150284,椿の宿 吉田や
59084,S260230,みのり旅館
59103,S270188,ニューコマンダーホテル 大阪 ＜寝屋川＞
59123,S150285,セーナ イン ふじや
59143,S190112,ペンションおおきな木
59163,S340111,アーバイン広島エグゼクティブ
59223,S180068,はまゆう松石庵
59243,S330061,チサンイン倉敷水島
59244,S420104,野母崎炭酸温泉 Ａｌｅｇａ 軍艦島
59263,S080053,大子温泉 やみぞ
59283,S170149,ホテル ききょう
59303,S180069,望洋楼
59323,S150286,ちょっといい宿 高橋屋観山荘
59324,S470197,マリンロッジ・マレア
59343,S100153,玉原高原 ペンション ラポール
59344,S230164,ホテルアベスト大須観音駅前
59363,S080055,ビジネスホテル 湖北
59364,S200395,ホテルグランヴェール旧軽井沢
59365,S030076,夏油高原温泉郷 美人の湯 瀬美温泉 桐の花・山吹の花
59366,S150287,かじかの宿和らぎ荘
59383,S100154,にごり湯の宿 赤城温泉ホテル
59384,S120157,木更津 富士屋 季眺
59385,S140213,グリーンヒルズ草庵
59403,S400132,パープルホテル二日市
59423,S210125,ホテル ヴィラ・モンサン
59424,S190114,岩下温泉旅館
59425,S220305,旨い酒と料理の宿 森のしずく
59428,S100155,天神小屋 とど松 ＴＥＮＴＯＤＯ
59429,S200396,長野プラザホテル
59443,S090138,ホテル丸治
59463,S130396,ホテル白岩
59483,S470198,ユナイテッドリゾート読谷（旧ボヌール）
59503,S240171,磨洞温泉 涼風荘
59504,S070104,雨情の宿 新つた
59505,S130397,ビジネスホテル 福田屋
59506,S280189,ホテルキャッスルプラザ
59507,S210126,白鳥高原ホテル
59508,S260231,ホテル・京都・ベース 四条烏丸
59509,S090139,復興御宿 富双江葉大馬 鬼怒川秘極の湯 風
59523,S100156,ペンションペチカ
59524,S090140,相川旅館
59543,S470199,ホテル国際プラザ
59544,S100157,尾瀬しんこう荘
59565,S100159,ペンション シャローム
59583,S090142,湯ったりの宿 松楓楼 松屋
59603,S150289,グランメリーホテルリゾート
59623,S280190,対鴎舘
59643,S100160,浅間高原ホテル
59663,S220306,ビーチサイド１００
59683,S220307,海が庭 みなとや
59704,S250058,愛犬とフレンチディナーを楽しむ宿 ＧｕＺｕ
59723,S150290,ホテルゆのたに荘
59743,S100161,赤城温泉 御宿 総本家
59763,S120158,海鮮問屋の宿 くろしお
59783,S140214,箱根ふうら
59803,S130398,ホテル 柳橋
59823,S230166,岡崎シングルホテル
59824,S100162,蛍雪の宿 尚文
59843,S330062,ふくます亭
59863,S470200,隠れ家 ヴィラ叶
59864,S140215,海石榴 つばき
59883,S470201,シーサー・イン 那覇
59903,S260232,不頼庵
59964,S010418,クラブメッド 北海道 サホロ
59983,S320097,グリーンリッチホテル出雲
60003,S130399,民宿 清水屋
60083,S120159,サヤン・テラスＨＯＴＥＬ＆ＲＥＳＯＲＴ
60103,S220308,壺中の天宿 〇文
60104,S130400,上野ターミナルホテル
60123,S220309,堂ヶ島ホテル天遊
60143,S280191,お宿 芹
60164,S280192,きのさき 夢小宿 天望苑
60165,S140216,汐彩のお宿 大内館
60183,S140218,ＫＫＲ宮の下（国家公務員共済組合連合会 宮の下保養所）
60184,S130402,ＫＫＲホテル東京（国家公務員共済組合連合会 東京共済会館）
60185,S220310,福狸亭 小川家
60203,S030077,ホテルエース盛岡
60204,S190115,リゾートイン芙蓉河口湖インター店
60223,S040110,復興支援の宿 まつしま香村
60243,S090143,山の宿
60263,S100163,くさつのお宿 清重館
60283,S190116,旅館 深雪温泉
60303,S130403,ビジネスホテル 山百合
60323,S220311,ペンション いっぺき湖
60343,S180070,旅籠おけや
60344,S130404,ホテル赤門
60346,S180071,越前海岸 玉川温泉 網元の宿 玉島荘
60363,S220313,源泉かけ流しの小さなお宿 あゆの風
60364,S260233,あやべ温泉 二王館
60365,S210127,紅葉館 わん泊亭
60366,S260234,ホテルサンルート福知山
60383,S300123,リヴァージュ・スパひきがわ
60384,S260235,ホテル グラン・エムズ京都
60385,S250060,グリーンホテルＹｅｓ長浜 みなと館
60404,S260236,ひろや
60405,S180072,三国温泉 かに久
60423,S200397,亀清旅館
60424,S080056,平成ホテル
60425,S220314,はなれ宿 善積
60443,S280193,泉都オータニホテル
60445,S130405,ホテル新宿屋
60463,S220315,オーベルジュ ル・タン
60464,S220316,オーシャンビューヴィラジェイズ
60465,S140219,箱根強羅グアムドッグ！
60483,S100164,ペンションＺＡＫＯＪＩ
60503,S040111,鎌先温泉 すゞきや旅館
60523,S130406,ホテル松本
60543,S280194,ファミリーイン今子浦
60603,S320098,旅館みつけ島荘
60623,S180075,おもや旅館
60643,S180076,うみの宿 さへい
60663,S180077,越前 浜茄子
60683,S180078,俵屋 旅館
60703,S050066,海と入り陽の宿 帝水
60723,S060104,ニューグランドホテル
60724,S230167,ＭｙＨｏｔｅｌ ＯＫＡＺＡＫＩ
60725,S130407,リゾート シーピロス
60763,S270189,フレイザーレジデンス南海大阪
60764,S300124,花山温泉 薬師の湯
60783,S240172,ビジネスホテル 山本
60784,S170150,珠洲 ビーチホテル
60803,S060105,森の湯
60823,S130408,ＷＥＢＨＯＴＥＬ東京浅草橋
60843,S150292,割烹の宿 湖畔
60863,S140220,ペンション リバティハウス
60883,S130409,八丈島シーダイブ ゲストハウス
60903,S130410,ホテル法華イン日本橋
60923,S130411,ツーリストホテル
60924,S090144,秘湯にごり湯の宿 渓雲閣
60943,S090145,御宿 一富士
60944,S100165,玉原の宿みのや
60945,S100166,丸沼高原ペンションほしの
60964,S100168,桐生グランドホテル
60965,S220317,ホテルサンポート
60983,S070106,ヘレナ国際ヴィラ
60984,S240173,ビジネスホテルタニオク
61003,S240174,句味海遊あみ源
61023,S220318,伊豆高原 海の見えるオーベルジュ パルテール
61024,S140221,旅館 陣谷温泉
61025,S450053,ビジネスホテル東洋
61043,S140222,ホテルパストラール横浜鴨居
61063,S320099,津和野のお宿 よしのや
61083,S220319,ペンション シーホース
61103,S180079,りぞうと旅館 宿かり
61123,S180080,プチホテル ＬａＰｒｕ
61124,S140223,箱根水明荘
61143,S400133,福岡ガーデンパレス
61163,S090146,復興御宿 富双江葉大馬 奥日光秘極の湯 興
61183,S220320,伊豆長岡ホテル天坊
61203,S140224,陣馬の湯 旅館 陣渓園
61204,S090147,ペンション アンフルールイン
61205,S030078,ホテルロイヤル盛岡
61223,S100169,草津温泉 小島屋旅館
61224,S100170,草津温泉ペンション 陽のあたる場所
61225,S100171,仁田屋旅館
61244,S270190,ゲストハウス ベアーズ守口
61263,S100172,お宿 玉樹
61283,S130412,かんぽの宿 青梅
61303,S470203,ホテル ニューセンチュリー
61304,S170151,白山里
61305,S150293,ふぁみりぃはうす あかしや
61306,S170152,ペンション 丘の杜
61323,S030079,盛岡シティホテル
61324,S210128,鷲ヶ岳高原ホテルレインボー
61325,S470204,ホテルまるき
61345,S180081,旅館明石
61346,S010419,静内エクリプスホテル
61364,S090148,ペンション アパッチ
61365,S450054,民宿ｉｎｎみやざき湯楽庵
61383,S300125,民宿 ｉｎｎ しらはま 駅の宿
61384,S080057,ホテル橋本楼
61385,S220321,サンシャイン修善寺
61386,S220322,リゾートホテル こどもの城 “Ｍ倶楽部”
61403,S220323,やどや 浜だいこん
61404,S210129,旅館 飛騨牛の宿
61406,S220325,海のある伊豆高原 オーベルジュ ピーコック ヒル
61407,S230169,名古屋リッチホテル錦
61423,S420105,ホステル カサノダ
61424,S100173,沢渡温泉 宮田屋旅館
61425,S220326,くつろぎの御宿 花さと
61443,S100174,プチホテルＶｉｌｌａ Ｒ＆Ｔ 北軽井沢
61463,S060106,高見屋 最上川別邸 紅
61483,S140225,強羅花扇 円かの杜
61484,S190117,レイクランドホテルみづのさと
61503,S200399,ホテル山王閣
61523,S200400,中央アルプス眺望の宿 ホテル季の川
61524,S280195,ホテルルートイン小野
61543,S280196,城崎温泉料理旅館翠山荘
61563,S390044,四万十の宿
61583,S400134,博多グリーンホテル １号館
61584,S440098,ホテル芳泉鶴
61603,S470205,ジ・ウザテラス ビーチクラブヴィラズ
61623,S470206,ホテルピースアイランド宮古島市役所通り
61663,S080058,磯料理とワインの宿 春日ホテル
61683,S100175,プレジデントリゾート軽井沢
61703,S220327,アクアペンション マリンブルー伊豆高原
61723,S150294,ゲストハウス バンヌッフ
61724,S130413,コートヤード・バイ・マリオット東京ステーション
61763,S090149,ホテル レンガ
61783,S100176,ペンション つかさ
61803,S100177,ペンション コスモス
61823,S100178,よしや荘
61903,S440099,ファミリーに人気の全室離れ宿 旅荘 牧場の家
61904,S440100,ゆふいん夢ひろば 別邸
61923,S440101,由布の彩 ＹＡＤＯＹＡ おおはし
61924,S440102,朝霧のみえる宿 ゆふいん花由
61943,S440103,＠ＩＮＮ
61944,S440104,湯布院 やわらぎの郷 やどや
61963,S440105,和風旅館 津江の庄
61983,S440106,吉祥開運亭 無尽蔵
61984,S440107,豊後水道絶品海鮮が自慢の料理宿 木蓮
62003,S440108,御宿 由府両築
62004,S440109,草屋根の宿 龍のひげ／別邸 ゆむた
62023,S440110,カップルに人気・大人２名様限定の宿 湯平温泉 宿潦 ばん屋
62043,S440111,ペンション ゆふいん
62063,S310045,皆生風雅
62083,S200401,プチホテル 花南
62103,S030080,盛岡ニューシティホテル
62123,S190118,旅館 白富士荘
62124,S190119,外川荘
62143,S140226,旅館 グリーン荘
62163,S140227,箱根エレガンス
62203,S140229,丹沢湖ロッヂ
62204,S130414,上野ホテル
62223,S190120,庭園茶寮山中湖
62263,S200402,ボン・ネージュ
62283,S140231,ＢＲＥＡＴＨ ＨＯＴＥＬ
62284,S200403,軽井沢サニービレッジ
62303,S440112,オーベルジュ楓乃木
62304,S130415,ホテルニューウエノ
62323,S130416,スパ＆カプセルホテル グランパーク・イン北千住
62343,S140233,源泉かけ流しの宿 オーベルジュ湯楽
62363,S140234,旅館天作
62423,S380065,にぎたつ会館
62443,S200404,野熊の庄 月川
62463,S190121,ペンション わっ！！
62483,S100179,湯宿温泉 湯本館
62503,S190122,くつろぎの宿 裕貴屋
62523,S150295,ペンション わん
62543,S090150,かんすい苑 覚楽
62563,S100180,さくらい旅館
62564,S130418,相鉄フレッサイン東京東陽町駅前
62583,S180082,海辺のお宿 波の音
62603,S100181,温泉やど四季亭
62623,S090151,若竹の庄
62624,S100182,ペンション らんぶる
62625,S090152,別邸笹音
62626,S140236,ホテルテトラ鶴見
62643,S060107,竹屋ホテル
62663,S090153,ビジネスホテル 滝
62664,S140237,箱根芦ノ湖温泉 源泉１００％の宿 ＨＯＴＥＬ Ｒａ Ｋｕｕｎ（ホテルラクウン）
62665,S130419,ホテル サニー
62666,S140238,金乃竹 塔ノ澤
62667,S130420,スマイルホテル浅草
62668,S140239,亀屋旅館
62683,S140240,近藤旅館
62684,S260238,ホテル アマービレ舞鶴
62703,S240175,みやま荘
62704,S400135,松柏園ホテル
62705,S220328,伊東ステーションホテル
62706,S160069,磯の音 氷見っ子
62708,S250062,彦根キャッスル リゾート＆スパ
62723,S460105,アパホテル＜鹿児島国分＞
62724,S040112,名湯・秘湯うなぎ湯の宿 琢ひで
62743,S130421,東京ビジネスホテル
62744,S090155,ホテル きぬ
62763,S130422,相鉄フレッサイン日本橋人形町
62783,S200405,たてしな 藍
62823,S180084,越前旅館 小林
62843,S180085,芦原温泉 白和荘
62863,S180086,海のみえる宿 むらみや
62864,S470207,ホテル・デ・ラクア 宮古島
62883,S130423,ホテル セントピア
62903,S280197,七釜荘
62904,S280198,芦屋荘
62905,S180087,福井銀行健康保険組合 芦原保養所 若竹荘
62923,S090156,ホテルグリーンパール那須
62943,S230170,名鉄トヨタホテル
62963,S270191,ドロップイン大阪
62983,S080059,ベルズ イン・土浦
63003,S220330,お口の故郷 やまだ荘
63023,S470208,ホテルアベスト那覇国際通り
63024,S180088,リゾートイン キシモト
63043,S180089,ニューサンピア敦賀
63063,S470209,ホテル花と緑のみずほ石垣島
63083,S090157,ホテルタマノ
63103,S180090,若狭神子 活ふぐの宿 藤乃屋
63143,S180091,国民宿舎パークホテル九頭竜
63163,S180092,ホテルフレアール和泉
63183,S050067,ファミリーロッジ旅籠屋・秋田六郷店
63184,S400136,ファミリーロッジ旅籠屋・北九州八幡店
63185,S030081,ファミリーロッジ旅籠屋・北上江釣子店
63203,S060108,ファミリーロッジ旅籠屋・寒河江店
63204,S370047,ファミリーロッジ旅籠屋・讃岐観音寺店
63205,S040113,ファミリーロッジ旅籠屋・仙台亘理店
63206,S070107,ファミリーロッジ旅籠屋・須賀川店
63207,S070108,ファミリーロッジ旅籠屋・いわき勿来店
63208,S080060,ファミリーロッジ旅籠屋・水戸大洗店
63223,S370048,ファミリーロッジ旅籠屋・高松店
63224,S090158,ファミリーロッジ旅籠屋・那須店
63225,S090159,ファミリーロッジ旅籠屋・日光鬼怒川店
63243,S090160,ファミリーロッジ旅籠屋・佐野ＳＡ店
63244,S360029,ファミリーロッジ旅籠屋・鳴門駅前店
63245,S100184,ファミリーロッジ旅籠屋・沼田店
63246,S100185,ファミリーロッジ旅籠屋・前橋南店
63247,S350058,ファミリーロッジ旅籠屋・壇之浦ＰＡ店
63248,S110045,ファミリーロッジ旅籠屋・秩父店
63249,S130424,ファミリーロッジ旅籠屋・東京新木場店
63263,S120160,ファミリーロッジ旅籠屋・九十九里店
63264,S340112,ファミリーロッジ旅籠屋・宮島ＳＡ店
63265,S120161,ファミリーロッジ旅籠屋・袖ヶ浦店
63266,S200406,ホテル白樺荘
63267,S120162,ファミリーロッジ旅籠屋・千葉勝浦店
63283,S340113,ファミリーロッジ旅籠屋・広島店
63284,S150296,ファミリーロッジ旅籠屋・新潟南店
63285,S320100,ファミリーロッジ旅籠屋・出雲大社店
63286,S200407,ファミリーロッジ旅籠屋・軽井沢店
63303,S290097,ファミリーロッジ旅籠屋・奈良針店
63304,S190123,ファミリーロッジ旅籠屋・小淵沢店
63305,S190124,ファミリーロッジ旅籠屋・韮崎店
63306,S240176,ファミリーロッジ旅籠屋・伊賀店
63323,S240177,ファミリーロッジ旅籠屋・伊勢松阪店
63343,S240178,ファミリーロッジ旅籠屋・湾岸長島店
63344,S250063,ファミリーロッジ旅籠屋・彦根店
63363,S210130,ファミリーロッジ旅籠屋・土岐店
63364,S170153,ファミリーロッジ旅籠屋・金沢内灘店
63365,S220331,ファミリーロッジ旅籠屋・浜名湖店
63383,S220332,ファミリーロッジ旅籠屋・袋井店
63384,S220333,ファミリーロッジ旅籠屋・静岡牧之原店
63403,S220334,ファミリーロッジ旅籠屋・富士田子浦店
63423,S190125,ファミリーロッジ旅籠屋・甲府石和店
63443,S190126,ファミリーロッジ旅籠屋・富士都留店
63444,S190127,ファミリーロッジ旅籠屋・富士吉田店
63463,S190128,ファミリーロッジ旅籠屋・山中湖店
63464,S140241,ファミリーロッジ旅籠屋・箱根仙石原店
63483,S090161,井頭温泉 チャットパレス
63503,S010420,御やど清水屋
63504,S010421,アネックスホテルテトラ
63523,S030082,夏油温泉観光ホテル
63524,S060109,ホテル満光園
63543,S060110,ホテル シェーネスハイム金山
63563,S080061,ホテル天地閣
63583,S400137,カンデオホテルズ福岡天神
63584,S080062,アーバンホテル＜つくば＞
63585,S100186,ＨＡＮＡＹＡＤＯ ＢＡＥＬＺ
63603,S330064,料理旅館 鶴形
63643,S220335,貸切温泉付 コンドミニアムホテル ガーランドコート宇佐美
63663,S220336,グランビュー熱海
63683,S080063,ホテル ベストランド
63703,S170154,ホテル海楽荘
63704,S170155,グリーンビジネスホテル
63724,S070109,辰巳屋山荘 里の湯
63743,S110046,熊谷ロイヤルホテルすずき
63763,S180093,越前の宿 秀竹
63764,S110047,旅館せせらぎ荘
63783,S110048,お泊処 神庭
63784,S220337,竹林庵みずの
63803,S220338,今井浜 温泉民宿 船長
63823,S110049,ホテルサンルート熊谷駅前
63824,S100187,エースホテル
63843,S100188,ペンション木もれ陽の家 ゆきだるま
63844,S070110,グランドエクシブ那須白河ザ・ロッジ
63845,S200408,白馬ホテル扇屋
63863,S060111,旭屋旅館
63864,S190129,レイクランドホテル みづのさと
63903,S360030,アパホテル＜徳島駅前＞
63904,S110050,ホテルシヴィックイン サヤマ
63905,S290098,せせらぎの宿 弥仙館
63923,S110051,旅籠一番
63943,S150297,ビジネスホテルニューモンド
63944,S130426,相鉄フレッサイン 東京蒲田
63945,S120163,市原マリンホテル
63963,S190131,フレンドリー・イン ぴ〜ぷる
63964,S120164,蓬莱屋旅館
63983,S040114,ホテル いづみや
63984,S130427,相鉄フレッサイン東京京橋
63985,S120165,割烹旅館 清都
64003,S100189,浅間リゾート・イン
64004,S120166,房総白浜ウミサトホテル
64005,S140242,ホテルクニミ小田原
64023,S180094,花みずき温泉 鮨一
64024,S120167,勝浦ヒルトップホテル＆レジデンス
64043,S120168,潮の香の湯宿 浜紫
64063,S350059,湯免観光ホテル 名湯 ゆめの郷
64064,S140243,マルタニホテル
64083,S220339,あやめの宿
64084,S470210,ホテルリブマックス那覇泊港
64103,S100190,アトリエペンションＫＩＫＩ
64123,S220340,ホテルよしの
64143,S220342,山岸園
64164,S140244,箱根強羅温泉コージーイン箱根の山
64183,S080065,みまつアネックス
64184,S120169,かぢや旅館
64185,S050068,男鹿桜島リゾート ＨＯＴＥＬきららか
64186,S140245,民宿 たつみ荘
64187,S130428,桜旅館
64203,S130429,コンフェスタ イン 河辺
64205,S130430,ビジネス・イン・グランドール府中
64223,S220344,ペンション ぶるうまあぶる
64224,S130431,シティホテル高幡
64243,S200409,高峰高原ホテル
64244,S160070,スカイホテル魚津アネックス
64263,S370049,さぬき温泉
64283,S090162,セカンドハウスプラス
64303,S130433,ビジネスホテル 協和会館
64304,S140246,川崎第一ホテル溝ノ口
64323,S120170,小湊温泉・実入の湯 豊明殿
64324,S140247,川崎第一ホテル武蔵新城
64343,S110052,ホテル ガーデンパレス
64344,S220345,ペットと泊まれる プチホテル 渚苑
64345,S140248,強羅にごりの湯宿 のうのう箱根
64383,S010422,琴似グリーンホテル
64403,S220347,源泉掛け流し温泉 湯楽の宿 ホテル千寿館
64423,S220348,ペンション ウエーブ・イン
64443,S220349,頼朝の湯 本陣
64444,S140249,源泉の宿 ちすじ旅館
64445,S220350,ファミリー・アンド・リゾート川ばた
64463,S220351,くつろぎの宿 華
64464,S140250,厚木ホテル 夕霧
64465,S220352,伊豆高原 癒しの薫りと美肌の湯 Ｄｏｇ Ｐｅｎｓｉｏｎ Ｒ６５
64483,S220353,イタリアン・オーベルジュ ティアラ
64484,S150298,旅館 橋本屋
64503,S150299,潮風薫る宿 みはらし
64523,S150300,河畔の宿 碧水荘
64543,S220354,愛犬と泊まれる温泉宿 伊豆ワン倶楽部
64583,S220356,ＧａｌｌｅｒｙＣｏｕｒｔＯｆａ ａｔｕ
64603,S230171,ＫＫＲホテル名古屋（国家公務員共済組合連合会 名古屋共済会館）
64604,S200410,ホテルモンターニュ松本
64605,S150301,ホテルヴァイス
64623,S250064,中村家
64624,S150302,チサンイン新潟中央インター
64643,S140251,小田原お堀端 万葉の湯
64663,S220357,ロンドベル・メゾネットリゾート
64664,S150303,いさりびの宿 道遊
64683,S130434,カプセルホテル 新宿５１０
64703,S150304,花の宿 よもやま舘
64783,S200411,ホテルニューダボス
64803,S400138,あさの ホテル
64823,S400139,ホテル１−２−３小倉
64843,S400140,サンスカイホテル小倉
65103,S140252,民宿 でぐち荘
65123,S090163,西洋ホテル壱番館
65143,S090164,旅館 梅川荘
65163,S130435,宿 あさの
65183,S140253,箱根温泉山荘なかむら
65203,S140254,温泉旅館 みたけ
65223,S440113,湯布院 ロッジ 旅の蔵
65243,S130436,サクラ・フルール青山
65263,S350060,一の俣温泉 グランドホテル
65283,S330066,湯原国際観光ホテル 菊之湯
65303,S330067,湯めぐりの宿 松の家 花泉
65323,S470211,やまばれー ハウス
65343,S080066,旅館 美波
65344,S390045,ホテルベルリーフ大月
65363,S190132,下部温泉 湯元ホテル
65403,S130437,ベイサイドホテル アジュール竹芝
65423,S150306,高台の宿 三景
65463,S200412,カナディアンビレッジ モントリオール
65483,S220359,河津海苑
65523,S150307,花とほたる 湯のさと 雪国
65543,S220360,ペンション マーガレット
65563,S220361,カントリーイン ピーウィット
65583,S130439,アパホテル〈新橋 虎ノ門〉
65603,S130440,アパホテル〈東日本橋駅前〉
65623,S470214,ホテルチューリップ石垣島
65643,S090165,ホテルリブマックス宇都宮
65663,S220362,リブマックスリゾート天城湯ヶ島
65683,S130441,アパホテル〈神田神保町駅東〉
65703,S130442,アパホテル〈半蔵門 平河町〉
65723,S130443,アパホテル〈新宿御苑前〉
65744,S400141,アパホテル〈小倉駅前〉
65763,S220363,アパホテル＜富士中央＞
65783,S080067,アパホテル〈水戸駅北〉
65803,S100191,アパホテル 伊勢崎駅南
65863,S110053,アパホテル〈西川口駅東口〉
65883,S100192,アパホテル〈前橋駅北〉
65903,S010424,アパホテル＜ＴＫＰ札幌駅前＞
65923,S370050,アパホテル〈高松瓦町〉
65943,S340114,ホテル石本
65963,S010425,ペンション パピィーテール
65983,S150308,したしみの宿 東栄館
66003,S150309,ＳＡＤＯ二ツ亀ビューホテル
66023,S220364,伊豆高原ペンション プロヴァンス
66043,S220365,ペンション ノーヴァ
66063,S220366,ペットと泊まる 地魚料理のうまい宿 ワンネル
66083,S220367,ペンション グリーンディッシュ
66143,S190133,ホテル＆レストラン イエスタディ
66163,S090166,那須ミッドシティホテル
66183,S140256,民宿 箒沢荘
66203,S280199,小都里
66223,S220369,和のオーベルジュ 川奈 鮨長
66243,S220370,源泉かけ流しの宿 石廊館
66263,S090167,川俣観光ホテル 仙心亭
66283,S180095,勝山ニューホテル
66303,S310046,皆生菊乃家
66323,S220371,海の見える小さなホテル リバティーヒル
66343,S140257,旅館まんりょう
66363,S190134,元湯旅館 大黒屋
66383,S320101,皆美館
66403,S320102,てんてん手毬
66423,S190135,甲斐リゾートホテル
66443,S210131,ブリーズベイホテル＆リゾート下呂
66463,S040115,ブリーズベイシーサイドリゾート松島
66483,S130445,アパホテル〈東新宿 歌舞伎町〉
66523,S010426,プチホテルブランネージュ
66524,S180096,料理旅館 樹香苑
66543,S010427,宮城屋旅館
66544,S140258,ホテルクニミ鴨宮
66563,S010428,民宿 なかふらの山荘
66583,S280200,有馬山叢 御所別墅
66603,S340115,いかわ旅館
66623,S280201,陶泉 御所坊
66643,S280202,ホテル花小宿
66663,S280203,旅湯 アブリーゴ
66683,S150310,ホテル パラマウントｉｎ浦佐
66723,S160071,料理旅館 北吉
66743,S160072,スカイホテル魚津
66763,S170156,ホテルアリヴィオ
66783,S170157,かたやま緑華苑
66803,S150311,ペットと泊まれる温泉宿 わん宿うの浜館
66843,S010429,ホテルテトラ函館駅前
66863,S170158,ペンション＆カフェ クルーズ
66883,S140259,お宿 ながお
66903,S140260,犬御殿 箱根仙石原温泉 森のあかり
66904,S010430,ホース ヴィレッジ・ペンション 馬の宿
66943,S340116,天竜旅館
66963,S340117,ビジネスホテル浦島
66983,S170159,うまい魚の宿 サンヒルズのと
67003,S180097,ビジネスホテル水仙
67023,S220372,ウブドの森 伊豆高原
67043,S180098,六呂師高原温泉 ピクニックガーデン
67063,S320103,縁の宿 幸楽
67083,S180099,気兼ねなく、心地よく あわら温泉 ホテル八木
67103,S180100,福井プラザホテル
67123,S180101,松原旅館
67143,S180102,旅館みずしま
67163,S180103,花の宿 福寿
67183,S180104,はま屋旅館
67203,S200414,くつろぎの宿 黒岩旅館
67223,S200415,かつら旅館
67243,S200416,ＫＫＲ諏訪湖荘（国家公務員共済組合連合会 上諏訪保養所）
67263,S200417,上田第一ホテル
67283,S200418,ホテル岡谷
67303,S220373,姫の湯荘
67323,S220374,かめや恵庵
67343,S220375,招福の宿 ゑびすや
67363,S220376,伊豆長岡温泉 弘法の湯 長岡店
67403,S260241,嵐山辨慶
67423,S220377,炉ばた館
67424,S280205,木の香いろり 寿荘
67463,S290100,野迫川温泉 ホテルのせ川
