hotelcode,hotelid,hotelname
67483,S220378,お宿 癒楽里
67503,S290101,橿原オークホテル
67504,S100193,ふわふわ豆腐鍋のおいしいお宿 見晴館
67523,S130447,外苑ホテル
67543,S290102,ビジネスホテル たかまど
67563,S100194,ペンション いちごいちえＡｃｔ２
67583,S200419,いこい山荘
67603,S340118,ビジネスホテルごとう＠ＮＥＴ
67623,S350061,玉仙閣
67663,S350062,リゾートホテル美萩
67683,S400142,虹の宿ホテル花景色
67703,S400143,ホテルマリノアリゾート福岡
67743,S040116,仙庄館
67763,S040117,旅館 つかさ
67783,S040118,鳴子湯乃里 幸雲閣別館
67803,S090169,塩原源泉館 ますだや（文豪の宿会）
67823,S090170,ペンション アルプスのペーター
67843,S220379,鉱石ミネラル嵐の湯 湯治の館 ２号館
67863,S090171,湯守の宿 会津屋（文豪の宿会）
67883,S220380,富士須走コンドミニアム ＴＡＮＮＰＯＰＯ
67903,S090172,ゆめぐり温泉の宿 らすかる・ダイアナ（文豪の宿会）
67923,S220381,富士御殿場コンドミニアム ＴＡＮＮＰＯＰＯ
67924,S090173,ゆめぐり温泉の宿 國弘やしき（文豪の宿会）
67963,S300126,ビジネスホテル ブルーハーバー
67983,S090175,フレンチアパルトマン那須高原
68003,S090176,コンドミニアム スクウェアヒルズ
68023,S460106,ファンコートランドホテル
68043,S090177,奥日光パークロッジ深山
68083,S090178,那須陽光ホテル
68103,S100195,ペンション パル
68104,S100196,草津ヒルズブランシェ
68123,S400144,ホテルエルモント
68143,S100197,丸沼温泉 環湖荘
68144,S010432,プチホテル グレーシィ トマム
68163,S400145,宗像リゾートホテル
68164,S100198,市川別館 晴観荘
68183,S010433,民宿 千葉荘
68184,S100199,美味旬菜の宿 北軽井沢 夢紀行
68203,S400146,割烹旅館 松風荘
68223,S100200,高崎シルバーホテル
68243,S320104,山里の宿
68263,S010434,呼人旅館
68283,S100201,草津温泉 ペンションヴァンベール
68303,S100202,ホテルみゆき 別館
68323,S190136,芦安温泉 岩園館
68343,S100203,ホテルいかほ銀水
68344,S130448,レンブラントホテル東京町田
68363,S220382,ペンション とうてんぽーる
68364,S100204,おやど松葉屋
68383,S110054,ウィークリー西川口
68384,S220383,ビストロ プチ・ラパン
68403,S110055,川口ステーションホテル
68423,S220384,あさりのお宿
68443,S130449,芝大門ホテル
68444,S220385,リゾートホテル コルテラルゴ伊豆高原
68463,S330068,コテージ蒜山の森
68483,S200420,セントラルイン白馬
68484,S150312,苗場コンドミニアムホテル ＷＥＳＴ
68503,S150313,御宿本陣 仙山亭
68523,S150314,温泉民宿浦子の湯 高野屋
68543,S140262,ミスティイン仙石原
68563,S190137,みなもと旅館
68583,S090179,紫雲荘
68603,S170160,漁師の宿 禄剛崎温泉湯元 狼煙館
68643,S150315,ホテル後楽荘
68663,S310047,ベイサイドスクエア皆生ホテル
68683,S160073,人肌の宿 川金
68703,S150316,ＨＯＴＥＬシャーレゆざわ銀水
68704,S210132,山神温泉 湯乃元館
68743,S010435,糠平温泉ホテル
68763,S320105,みやけ
68783,S150317,シルバー音羽
68803,S010436,かなやま湖 ログホテルラーチ
68823,S190138,湖水亭たかむら
68843,S190139,春日居びゅーほてる
68864,S190140,サンパークホテル内藤
68883,S430094,杖立温泉 くきた別館
68884,S190141,石和びゅーほてる
68903,S190142,河口湖温泉寺 露天風呂の宿 夢殿
68923,S190143,足和田ホテル
68943,S130450,かどやホテル
68944,S190144,富士山と河口湖を望む高台の宿 クレッシェンド
68963,S190145,センティアホテル内藤
68983,S230172,さくら荘
69003,S160074,お宿 いけがみ
69023,S200421,ビジネスホテルエルボン辰野
69063,S220387,御宿 風月無辺
69083,S200423,北志賀高原ヒュッテ
69084,S160075,創業寛政三年 すいげつろうホテル
69103,S200424,アドレス野沢
69123,S160076,誉一山荘 オーベルジュ ドゥ ミクニ
69143,S200425,常盤屋旅館
69163,S130451,アーバイン東京・羽田 蒲田
69183,S460107,旅館 薩摩の里
69203,S460108,ビジネスホテル 武岡荘
69204,S140263,温泉やど うおき
69205,S460109,ホテルニューニシノ
69223,S200426,自然派フレンチの宿 白馬モンビエ
69243,S460110,ライベストイン 奄美
69244,S140264,オーベルジュ オー・ミラドー
69263,S200427,東の湯
69264,S330069,元禄旅籠 油屋
69283,S450055,延岡アーバンホテル
69303,S200428,ＮＥＷ ＮＡＧＡＮＯ ＮｅＸＴ（旧 ホテル ニューナガノ）
69304,S250065,アズイン東近江 能登川駅前
69323,S220388,ビジネスホテル たちばな
69343,S200429,ホテル斑尾ランバーズ・イン
69363,S200430,ホテルそよかぜ
69383,S440114,秀月
69384,S200431,サンパティック斑尾
69403,S430095,セレクトロイヤル八代
69404,S200432,浪漫の館 月下美人
69423,S220389,ホテル富岡屋
69443,S400147,ホテル ラ フォレスタ
69463,S400148,ビューホテル平成
69483,S400149,延命館
69484,S150318,アルミュール
69503,S400150,ＫＫＲホテル博多（国家公務員共済組合連合会 福岡共済会館）
69523,S400151,コートホテル福岡天神
69524,S140265,白湯の宿 山田家
69543,S400152,ホテル スカイコート博多
69563,S440115,ホテル フジヨシ
69583,S410041,佐賀大和温泉ホテルアマンディ
69603,S200433,斑尾ヒルサイドホテル
69623,S020086,ペンションだいば
69643,S020087,ホテルサンルートパティオ五所川原
69663,S200435,ソラホテル軽井沢アウトレット
69683,S310048,ペンション赤いりぼん
69703,S340119,芸北オークガーデン
69704,S400153,ブルーポートホテル苅田北九州空港
69723,S340120,オーベルジュ＆ステイ ＳＵＯＭＩ
69743,S340121,諸毛屋旅館
69744,S390046,ホテルマツヤ
69784,S350063,ログハウス うましま荘
69803,S390047,べふ峡温泉
69823,S360031,三笠屋旅館
69844,S370051,海の幸夕陽の宿 ペンション・サンセットコースト
69863,S200439,ときわ亭
69864,S400154,旅館錦水
69883,S010438,ホテル雲丹御殿
69903,S200440,白馬栂池高原の宿 エスポワールみさわ
69923,S200441,ホテル モンブラン白馬
69943,S200442,ホテル ニューベルニナ
69963,S090180,西那須温泉 五ツ星の源泉の宿 大鷹の湯
69983,S200443,ホテル 白馬五竜
70003,S220390,源泉と離れのお宿 月
70023,S200444,ホテル セジュールミント
70043,S090181,あかりの宿 ヴィラ・リバージュ
70083,S200445,リゾートホテル 白馬メルヘンハウス
70084,S080068,タイムリゾート 隠れ屋
70103,S210133,千歳楼
70123,S370052,ログハウス グランシャリオ
70143,S210134,カントリーホテル高山
70163,S210135,清風楼
70183,S220391,加賀懐石割烹旅館 吉仙
70203,S140267,磯料理・旅館やまに
70204,S460112,妙見石原荘
70243,S220393,セレクトイン富士山御殿場
70263,S220394,リゾートペンション ビーグル
70283,S230173,ホテル 魚半 日吉苑
70303,S220395,天空の小さなホテル パスト・エレガンテ
70323,S220396,ハートピア熱海
70343,S320106,ひらたメイプルホテル
70364,S230174,みどり館
70383,S230175,ホテル松風
70384,S010439,ホテルプロモート函館
70403,S300127,ソルマーレ南紀荘
70423,S170161,さわだ旅館
70443,S100205,猪ノ田温泉 絹の湯 久惠屋旅館
70463,S200446,飯田ステーションホテルまつむら
70483,S320107,野津旅館
70523,S220397,グルメペンション 伊豆パシフィック
70543,S330070,セントラルホテル岡山
70563,S080069,ホテルテラス ザ スクエア日立
70564,S470219,ホテルピースランド久米
70565,S180105,白浜荘
70566,S470220,ＨＯＴＥＬ ＡＺＡＴ
70584,S140268,オーシャンヴィレッジ三浦〜三浦 海の学校〜
70585,S220398,ペスカードいなとり
70603,S130453,フォルテ
70604,S160077,大佛旅館
70623,S220399,旬彩 つりばし
70624,S180106,展望自慢の料理旅館 はれや旅館
70643,S130454,相鉄フレッサイン日本橋茅場町
70644,S220400,ペンション とよしま
70645,S330071,岡山プラザホテル
70664,S180108,ホテル割烹 石丸
70683,S220401,山の上ホテル
70684,S240180,鯛屋旅館
70685,S470221,春日観光ホテル
70703,S220402,きよじ館
70724,S220403,ホテル雅
70744,S120172,ナイスインホテル市川東京ベイ〜舞浜より電車で６分〜
70745,S220404,旅の宿 かみむら
70763,S240183,神湯館
70783,S220406,ホテル・サンミ倶楽部 別館
70784,S240184,安楽島温泉 湯元海女乃島
70785,S390048,松栄第二別館
70803,S220407,古屋旅館
70843,S220408,真心のおもてなし モダン宿坊 禅の湯
70844,S370053,こんぴら温泉 貸切湯の宿ことね
70845,S240186,ビジネスホテルマルヤマ
70846,S220409,ホテル ソリッソ浜松
70863,S220410,浜松ホテル
70864,S240187,天然温泉 料理旅館 庄助
70883,S370054,チェレステ小豆島
70903,S250066,北ビワコホテル グラツィエ
70943,S230176,ホテル シルク・トゥリー名古屋
70964,S250067,ガーデンホテル大和
71003,S300129,ホテルシャルモント
71023,S300130,露天風呂の宿 天山閣 湯楽庵
71043,S300131,美山温泉 愛徳荘
71063,S020088,八戸グランドホテル
71083,S300132,かわべテニス公園
71123,S300133,きのくに中津荘
71124,S020090,七戸釣具・民宿
71143,S020091,民宿 宝海荘
71163,S340122,民宿 東京荘
71183,S340123,民宿 どんぐりの山
71203,S280206,姫路城下町 ホテルクレール日笠
71204,S340124,福山ロイヤルホテル
71223,S280207,ビジネスホテル さきがけ本館
71243,S400155,ホテル 千望荘
71244,S280208,サンサイドホテル神戸三宮
71264,S280209,湯〜モアリゾート 太山寺温泉なでしこの湯
71283,S400157,ウィークリーホテル小倉
71284,S280210,鹿久居荘 赤穂
71303,S280211,ホテルアベスト姫路
71323,S420106,清水荘
71343,S010440,オーベルジュ クンストハウス
71344,S270193,ファーストキャビン御堂筋難波店
71383,S230177,島別荘悠月
71403,S230178,一宮パークホテル
71423,S230179,ビジネスホテル アップル
71443,S230180,ホテル まるみや
71463,S240188,サンビーチ鳥羽
71483,S240189,ビジネスホテル三徳
71503,S240190,新鮮を食べる湯宿 大田家
71543,S250070,甲賀忍びの宿 宮乃温泉
71563,S250071,ホテル エスタシオン ひこね
71583,S260242,京町家 聖護院
71603,S260243,聖護院荘
71623,S260244,ファーストキャビン 京都烏丸
71663,S260246,京料理旅館 高台寺よ志のや
71703,S260248,緑風荘
71743,S010441,佐々木旅館
71744,S010442,ビジネスホテル キャッスル
71764,S010444,バリアフリーの宿＆カフェ いつか富良野へ
71783,S010445,ホテルアセントイン札幌
71803,S420107,健康応援の宿 潮湯旅館
71823,S020092,弘前東栄ホテル
71843,S340125,福山ターミナルホテル
71863,S020093,奥入瀬グリーンホテル
71883,S020094,いろは旅館
71923,S010446,菊地旅館
71924,S370055,サンウェル コトヒラ
71943,S390049,セブンデイズホテルプラス
71963,S010447,民宿旅館長島
71964,S390050,セブンデイズホテル
71983,S010448,民宿やざわ
72023,S440118,コテージ湖畔
72043,S010449,網走流氷の丘ユースホステル
72063,S200447,奥信濃の宿 宮の脇
72083,S140269,民宿 しろべ荘
72103,S100206,ペンションブルー・ベリー
72123,S100207,四季かおるやすらぎの宿かじか荘
72143,S100208,ペンション ウィンディーベル
72163,S100209,ペンション ティータイム
72183,S120173,九十九里ヴィラそとぼう
72203,S100210,コーヒーカップ ミルキー館
72223,S150319,ロッヂ Ｂ＆Ｗ
72243,S200448,栂池観光ホテル
72263,S140270,ペンション グリーングラス
72283,S220411,日の出屋旅館
72303,S200449,旅の宿峰月
72343,S100211,ペンション モータウン
72363,S200450,ホテル白馬荘
72443,S270195,ホテルレイクアルスターアルザ泉大津
72463,S270197,ホテル阪奈
72483,S010450,ペンション ケンとメリー
72523,S020095,パークイン五所川原エルムシティ
72543,S070111,いわき湯本温泉 旅館こいと
72563,S320108,ホテル知夫の里
72583,S400158,サンスカイホテル小倉
72603,S350064,ペンション おおみじま
72604,S440119,清流とほたるの宿 高尾荘
72623,S390051,高知さくらホテル
72643,S390052,ホテル ロスイン高知
72644,S360032,ゆきや荘
72663,S390053,中津渓谷ゆの森
72683,S460113,手塚ｒｙｏｋａｎ
72703,S440120,ビジネス旅館 清香荘
72723,S390054,高知龍馬ホテル
72743,S410042,御宿海舟
72763,S420108,Ｌ＆Ｌホテルセンリュウ
72764,S150320,玉城屋旅館
72765,S430096,旅籠 磯亭
72783,S340127,天然温泉うら湯 旅館浦島
72803,S030084,川長山荘
72823,S130455,ステーションホテル ちゃぼ
72843,S010452,山の旅籠 山湖荘
72863,S010453,ホテル中の島
72883,S090182,日光ペンション ロヂテ・サンボア（聖なる森）
72903,S010454,Ｋｉｍａｍａｙａ Ｂｏｕｔｉｑｕｅ Ｈｏｔｅｌ
72923,S190147,ペンション すももの木
72963,S390055,ホテルアバン宿毛
72983,S090183,ホテル ファミテック
73003,S090184,ペンション メープルリーフ
73023,S090185,ペンション モンゴメリー・ブラウン
73043,S090186,渓流の宿 緑水
73044,S090187,きぬの宿 志季大瀞
73083,S220412,ホテルニューかのや
73103,S260250,ＳＡＫＥソムリエのいる隠れ家 天橋立 酒鮮の宿 まるやす
73123,S040119,旅館 さざわ
73143,S070112,田舎宿ありが
73163,S070113,元湯 有馬屋
73183,S010455,屈斜路湖ホテル
73203,S330072,シーサイドペンション アラパパ
73223,S010456,たびのやど ふらりん
73243,S340128,ひば 道後山高原荘
73263,S010457,旅館 美国観光ハウス
73283,S100212,新潟屋旅館
73303,S340129,坂の風
73323,S100213,草津高原ユースホステル
73343,S340130,海辺の宿 えくぼ
73363,S350065,民宿 カイキョー館
73383,S350066,汐湯の宿 井上旅館
73403,S390056,清水川荘
73423,S390057,ホテル 星羅 四万十
73443,S430097,ペンション あかね雲
73463,S430098,旅荘 黄金館
73503,S330073,湯快感花やしき
73523,S320109,旅館松江館
73543,S020096,平舘不老不死温泉
73563,S020097,星と森のロマントピア
73583,S330074,ペンション エリエス
73603,S330075,ＹＵ〜ＫＡ ＧＡＲＤＥＮ
73604,S330076,ペンション アンフォーラ
73643,S010458,森の湯 山静館
73644,S420109,民宿 しもぐち
73663,S430099,四季の森
73683,S010459,民宿 わたなべ
73743,S030085,游泉 志だて
73823,S220413,ワンちゃんと一緒！海一望の宿 ピッコラルージュ
